5061,stop_area%3AOCE%3ASA%3A87763003,4112,stop_area%3AOCE%3ASA%3A87751321,20200803T091700,6840,20200803T111100,3490.1295,F
4112,stop_area%3AOCE%3ASA%3A87751321,26198,stop_area%3AOCE%3ASA%3A87764001,20200803T142200,18420,20200803T192900,6463.4859,F
26198,stop_area%3AOCE%3ASA%3A87764001,2408,stop_area%3AOCE%3ASA%3A87296012,20200804T081900,21720,20200804T142100,5684.404,F
2408,stop_area%3AOCE%3ASA%3A87296012,60057,stop_area%3AOCE%3ASA%3A87313510,20200804T161200,12900,20200804T194700,4475.8422,F
60057,stop_area%3AOCE%3ASA%3A87313510,75056,stop_area%3AOCE%3ASA%3A87271007,20200804T201000,4620,20200804T212700,2047.076,F
75056,stop_area%3AOCE%3ASA%3A87271007,23096,stop_area%3AOCE%3ASA%3A87597609,20200805T081917,21583,20200805T141900,6217.0506,F
23096,stop_area%3AOCE%3ASA%3A87597609,87085,stop_area%3AOCE%3ASA%3A87592006,20200805T165500,4020,20200805T180200,1921.7586,F
87085,stop_area%3AOCE%3ASA%3A87592006,24322,stop_area%3AOCE%3ASA%3A87595009,20200805T181300,3780,20200805T191600,2596.9437,F
24322,stop_area%3AOCE%3ASA%3A87595009,33063,stop_area%3AOCE%3ASA%3A87581009,20200805T192500,5100,20200805T205000,3535.0436,F
33063,stop_area%3AOCE%3ASA%3A87581009,47001,stop_area%3AOCE%3ASA%3A87586008,20200805T210200,4080,20200805T221000,394.281,F
47001,stop_area%3AOCE%3ASA%3A87586008,82121,stop_area%3AOCE%3ASA%3A87611244,20200805T221300,1980,20200805T224600,208.9878,F
82121,stop_area%3AOCE%3ASA%3A87611244,31555,stop_area%3AOCE%3ASA%3A87611004,20200805T224900,1560,20200805T231500,155.4786,F
31555,stop_area%3AOCE%3ASA%3A87611004,81004,stop_area%3AOCE%3ASA%3A87615005,20200805T232500,5400,20200806T005500,11634.84,F
81004,stop_area%3AOCE%3ASA%3A87615005,11069,stop_area%3AOCE%3ASA%3A87615286,20200806T054000,8700,20200806T080500,4851.3061,F
11069,stop_area%3AOCE%3ASA%3A87615286,66136,stop_area%3AOCE%3ASA%3A87784009,20200806T082800,4920,20200806T095000,1992.5835,F
66136,stop_area%3AOCE%3ASA%3A87784009,34172,stop_area%3AOCE%3ASA%3A87773002,20200806T100900,6960,20200806T120500,4631.2485,F
34172,stop_area%3AOCE%3ASA%3A87773002,30189,stop_area%3AOCE%3ASA%3A87775007,20200806T120900,2040,20200806T124300,1446.6761,F
30189,stop_area%3AOCE%3ASA%3A87775007,84007,stop_area%3AOCE%3ASA%3A87765008,20200806T124600,2100,20200806T132100,1328.9416,F
84007,stop_area%3AOCE%3ASA%3A87765008,13055,stop_area%3AOCE%3ASA%3A87751008,20200806T134800,4140,20200806T145700,371.4574,F
13055,stop_area%3AOCE%3ASA%3A87751008,83137,stop_area%3AOCE%3ASA%3A87755009,20200806T145800,2580,20200806T154100,1489.9324,F
83137,stop_area%3AOCE%3ASA%3A87755009,6088,stop_area%3AOCE%3ASA%3A87756056,20200806T154500,6840,20200806T173900,4061.5486,F
6088,stop_area%3AOCE%3ASA%3A87756056,69123,stop_area%3AOCE%3ASA%3A87722025,20200807T065300,16440,20200807T112700,1594.566,F
69123,stop_area%3AOCE%3ASA%3A87722025,71270,stop_area%3AOCE%3ASA%3A87725689,20200807T113200,2340,20200807T121100,209.457,F
71270,stop_area%3AOCE%3ASA%3A87725689,21231,stop_area%3AOCE%3ASA%3A87713040,20200807T121400,4380,20200807T132700,395.0086,F
21231,stop_area%3AOCE%3ASA%3A87713040,25056,stop_area%3AOCE%3ASA%3A87718007,20200807T134300,3720,20200807T144500,496.5422,F
25056,stop_area%3AOCE%3ASA%3A87718007,39300,stop_area%3AOCE%3ASA%3A87718239,20200807T145100,4020,20200807T155800,2330.2835,F
39300,stop_area%3AOCE%3ASA%3A87718239,1053,stop_area%3AOCE%3ASA%3A87743005,20200807T160300,2280,20200807T164100,1794.8141,F
1053,stop_area%3AOCE%3ASA%3A87743005,42218,stop_area%3AOCE%3ASA%3A87726000,20200807T164600,6840,20200807T184000,3370.7986,F
42218,stop_area%3AOCE%3ASA%3A87726000,43157,stop_area%3AOCE%3ASA%3A87734699,20200807T185300,5220,20200807T202000,2151.0262,F
43157,stop_area%3AOCE%3ASA%3A87734699,63113,stop_area%3AOCE%3ASA%3A87782607,20200808T080800,7500,20200808T101300,3491.4803,F
63113,stop_area%3AOCE%3ASA%3A87782607,3190,stop_area%3AOCE%3ASA%3A87696328,20200808T101400,4620,20200808T113100,1242.7314,F
3190,stop_area%3AOCE%3ASA%3A87696328,58194,stop_area%3AOCE%3ASA%3A87696005,20200808T113300,1560,20200808T115900,588.9905,F
58194,stop_area%3AOCE%3ASA%3A87696005,18033,stop_area%3AOCE%3ASA%3A87576207,20200808T121800,2280,20200808T125600,696.9592,F
18033,stop_area%3AOCE%3ASA%3A87576207,37261,stop_area%3AOCE%3ASA%3A87571000,20200808T125800,6540,20200808T144700,1638.8327,F
37261,stop_area%3AOCE%3ASA%3A87571000,86194,stop_area%3AOCE%3ASA%3A87575001,20200808T145000,3060,20200808T154100,394.4922,F
86194,stop_area%3AOCE%3ASA%3A87575001,16015,stop_area%3AOCE%3ASA%3A87583005,20200808T154500,2340,20200808T162400,353.804,F
16015,stop_area%3AOCE%3ASA%3A87583005,40192,stop_area%3AOCE%3ASA%3A87671016,20200808T162700,9840,20200808T191100,4763.2533,F
40192,stop_area%3AOCE%3ASA%3A87671016,64445,stop_area%3AOCE%3ASA%3A87672006,20200809T101500,7800,20200809T122500,4559.3798,F
64445,stop_area%3AOCE%3ASA%3A87672006,65440,stop_area%3AOCE%3ASA%3A87671008,20200809T122600,2580,20200809T130900,1612.5789,F
65440,stop_area%3AOCE%3ASA%3A87671008,46042,stop_area%3AOCE%3ASA%3A87613000,20200809T133400,15120,20200809T174600,5615.9965,F
46042,stop_area%3AOCE%3ASA%3A87613000,19272,stop_area%3AOCE%3ASA%3A87594499,20200809T174800,7380,20200809T195100,1621.5833,F
19272,stop_area%3AOCE%3ASA%3A87594499,15014,stop_area%3AOCE%3ASA%3A87645002,20200809T212800,9420,20200810T000500,3361.2509,F
15014,stop_area%3AOCE%3ASA%3A87645002,12202,stop_area%3AOCE%3ASA%3A87613422,20200810T062900,13680,20200810T101700,10451.7209,F
12202,stop_area%3AOCE%3ASA%3A87613422,9122,stop_area%3AOCE%3ASA%3A87611616,20200810T102300,17700,20200810T151800,16809.2977,F
9122,stop_area%3AOCE%3ASA%3A87611616,32013,stop_area%3AOCE%3ASA%3A87611749,20200810T175700,14580,20200810T220000,13899.2882,F
32013,stop_area%3AOCE%3ASA%3A87611749,17300,stop_area%3AOCE%3ASA%3A87485003,20200811T070700,24720,20200811T135900,6966.6629,F
17300,stop_area%3AOCE%3ASA%3A87485003,85191,stop_area%3AOCE%3ASA%3A87486019,20200811T141900,7200,20200811T161900,780.3782,F
85191,stop_area%3AOCE%3ASA%3A87486019,44109,stop_area%3AOCE%3ASA%3A87481002,20200811T163100,3060,20200811T172200,2220.3775,F
44109,stop_area%3AOCE%3ASA%3A87481002,49007,stop_area%3AOCE%3ASA%3A87484006,20200811T174400,2460,20200811T182500,2460.7585,F
49007,stop_area%3AOCE%3ASA%3A87484006,72181,stop_area%3AOCE%3ASA%3A87396002,20200811T182700,2940,20200811T191600,2710.4416,F
72181,stop_area%3AOCE%3ASA%3A87396002,53130,stop_area%3AOCE%3ASA%3A87478404,20200811T193400,1620,20200811T200100,242.9232,F
53130,stop_area%3AOCE%3ASA%3A87478404,35238,stop_area%3AOCE%3ASA%3A87471003,20200811T200500,1680,20200811T203300,230.4486,F
35238,stop_area%3AOCE%3ASA%3A87471003,56260,stop_area%3AOCE%3ASA%3A87476606,20200811T214300,3600,20200811T224300,370.107,F
56260,stop_area%3AOCE%3ASA%3A87476606,29232,stop_area%3AOCE%3ASA%3A87474098,20200811T224600,4380,20200811T235900,370.5116,F
29232,stop_area%3AOCE%3ASA%3A87474098,22278,stop_area%3AOCE%3ASA%3A87473009,20200812T055500,9660,20200812T083600,2759.5972,F
22278,stop_area%3AOCE%3ASA%3A87473009,78646,stop_area%3AOCE%3ASA%3A87393009,20200812T083900,12120,20200812T120100,1467.6242,F
78646,stop_area%3AOCE%3ASA%3A87393009,92050,stop_area%3AOCE%3ASA%3A87386318,20200812T121000,3540,20200812T130900,144.5778,F
92050,stop_area%3AOCE%3ASA%3A87758037,94028,stop_area%3AOCE%3ASA%3A87608802,20200812T131800,2400,20200812T135800,142.8852,F
94028,stop_area%3AOCE%3ASA%3A87608802,91228,stop_area%3AOCE%3ASA%3A87681361,20200812T135900,1620,20200812T142600,121.427,F
91228,stop_area%3AOCE%3ASA%3A87681361,77288,stop_area%3AOCE%3ASA%3A87682005,20200812T144400,2400,20200812T152400,156.1532,F
77288,stop_area%3AOCE%3ASA%3A87682005,93055,stop_area%3AOCE%3ASA%3A87113209,20200812T154700,6000,20200812T172700,1313.1048,F
93055,stop_area%3AOCE%3ASA%3A87113209,95500,stop_area%3AOCE%3ASA%3A87276139,20200812T173900,5220,20200812T190600,207.7496,F
95500,stop_area%3AOCE%3ASA%3A87276139,62041,stop_area%3AOCE%3ASA%3A87342014,20200812T190600,7440,20200812T211000,722.4288,F
62041,stop_area%3AOCE%3ASA%3A87342014,59350,stop_area%3AOCE%3ASA%3A87223263,20200812T211600,1320,20200812T213800,150.841,F
59350,stop_area%3AOCE%3ASA%3A87286005,80021,stop_area%3AOCE%3ASA%3A87313874,20200813T055300,4620,20200813T071000,3480.3055,F
80021,stop_area%3AOCE%3ASA%3A87313874,76540,stop_area%3AOCE%3ASA%3A87411017,20200813T072000,6900,20200813T091500,17140.356,F
76540,stop_area%3AOCE%3ASA%3A87411017,14118,stop_area%3AOCE%3ASA%3A87444000,20200813T100700,6000,20200813T114700,18620.703,F
14118,stop_area%3AOCE%3ASA%3A87444000,50502,stop_area%3AOCE%3ASA%3A87447003,20200813T121000,2640,20200813T125400,2036.638,F
50502,stop_area%3AOCE%3ASA%3A87447003,27229,stop_area%3AOCE%3ASA%3A87387001,20200813T125500,8940,20200813T152400,5450.9999,F
27229,stop_area%3AOCE%3ASA%3A87387001,28085,stop_area%3AOCE%3ASA%3A87394007,20200813T163400,12000,20200813T195400,3602.1539,F
28085,stop_area%3AOCE%3ASA%3A87394007,41018,stop_area%3AOCE%3ASA%3A87574004,20200814T040500,15060,20200814T081600,4696.1409,F
41018,stop_area%3AOCE%3ASA%3A87574004,45234,stop_area%3AOCE%3ASA%3A87543009,20200814T081800,2220,20200814T085500,1745.6634,F
45234,stop_area%3AOCE%3ASA%3A87543009,36044,stop_area%3AOCE%3ASA%3A87597005,20200814T091100,7140,20200814T111000,4185.7301,F
36044,stop_area%3AOCE%3ASA%3A87201541,79191,stop_area%3AOCE%3ASA%3A87485300,20200814T115343,17177,20200814T164000,21541.769,F
79191,stop_area%3AOCE%3ASA%3A87485300,61001,stop_area%3AOCE%3ASA%3A87444711,20200815T062100,16980,20200815T110400,4499.1217,F
61001,stop_area%3AOCE%3ASA%3A87444711,26362,stop_area%3AOCE%3ASA%3A87761007,20200815T120500,22800,20200815T182500,6316.7777,F
26362,stop_area%3AOCE%3ASA%3A87761007,38185,stop_area%3AOCE%3ASA%3A87747006,20200815T191400,4560,20200815T203000,2796.0639,F
38185,stop_area%3AOCE%3ASA%3A87747006,73065,stop_area%3AOCE%3ASA%3A87741009,20200815T203300,2700,20200815T211800,1801.4453,F
73065,stop_area%3AOCE%3ASA%3A87741009,74010,stop_area%3AOCE%3ASA%3A87746008,20200815T212100,3240,20200815T221500,1444.9876,F
74010,stop_area%3AOCE%3ASA%3A87746008,67482,stop_area%3AOCE%3ASA%3A87212027,20200816T074400,21540,20200816T134300,5456.4021,F
67482,stop_area%3AOCE%3ASA%3A87212027,68066,stop_area%3AOCE%3ASA%3A87182014,20200816T135100,2220,20200816T142800,1981.1324,F
68066,stop_area%3AOCE%3ASA%3A87182014,90010,stop_area%3AOCE%3ASA%3A87184002,20200816T152300,4560,20200816T163900,2512.3345,F
90010,stop_area%3AOCE%3ASA%3A87184002,70550,stop_area%3AOCE%3ASA%3A87185009,20200816T170500,4440,20200816T181900,5480.0883,F
70550,stop_area%3AOCE%3ASA%3A87185009,52121,stop_area%3AOCE%3ASA%3A87142000,20200816T184400,4200,20200816T195400,3004.0564,F
