52121,stop_area%3AOCE%3ASA%3A87142000,10387,stop_area%3AOCE%3ASA%3A87118000,20200803T061500,3120,20200803T070700,2546.9948,C
10387,stop_area%3AOCE%3ASA%3A87118000,70550,stop_area%3AOCE%3ASA%3A87185009,20200803T151100,7140,20200803T171000,5551.0819,C
70550,stop_area%3AOCE%3ASA%3A87185009,88160,stop_area%3AOCE%3ASA%3A87144006,20200803T174200,14100,20200803T213700,6424.1747,C
88160,stop_area%3AOCE%3ASA%3A87144006,90010,stop_area%3AOCE%3ASA%3A87184242,20200804T062600,5280,20200804T075400,2767.1445,C
90010,stop_area%3AOCE%3ASA%3A87184242,80021,stop_area%3AOCE%3ASA%3A87313874,20200804T124400,35940,20200804T224300,23068.3982,C
80021,stop_area%3AOCE%3ASA%3A87313874,60057,stop_area%3AOCE%3ASA%3A87313510,20200805T055800,5460,20200805T072900,2696.5652,C
60057,stop_area%3AOCE%3ASA%3A87313510,2408,stop_area%3AOCE%3ASA%3A87296012,20200805T084000,16680,20200805T131800,5883.5322,C
2408,stop_area%3AOCE%3ASA%3A87296012,89024,stop_area%3AOCE%3ASA%3A87683573,20200806T051000,18420,20200806T101700,8469.4267,C
89024,stop_area%3AOCE%3ASA%3A87683573,5061,stop_area%3AOCE%3ASA%3A87763003,20200806T133800,32160,20200806T223400,10598.3884,C
5061,stop_area%3AOCE%3ASA%3A87763003,4112,stop_area%3AOCE%3ASA%3A87751321,20200807T045800,6420,20200807T064500,3490.1295,C
4112,stop_area%3AOCE%3ASA%3A87751321,38185,stop_area%3AOCE%3ASA%3A87747006,20200807T101400,16020,20200807T144100,5484.6471,C
38185,stop_area%3AOCE%3ASA%3A87747006,32013,stop_area%3AOCE%3ASA%3A87611749,20200808T103000,26640,20200808T175400,6201.0358,C
32013,stop_area%3AOCE%3ASA%3A87611749,81004,stop_area%3AOCE%3ASA%3A87615005,20200809T080900,14820,20200809T121600,4410.4848,C
81004,stop_area%3AOCE%3ASA%3A87615005,12202,stop_area%3AOCE%3ASA%3A87613422,20200809T121700,4740,20200809T133600,2030.4673,C
12202,stop_area%3AOCE%3ASA%3A87613422,15014,stop_area%3AOCE%3ASA%3A87645002,20200809T142000,9660,20200809T170100,3335.1252,C
15014,stop_area%3AOCE%3ASA%3A87645002,23096,stop_area%3AOCE%3ASA%3A87597609,20200809T170400,18900,20200809T221900,5594.4254,C
23096,stop_area%3AOCE%3ASA%3A87597609,9122,stop_area%3AOCE%3ASA%3A87611616,20200810T094000,30300,20200810T180500,17671.8065,C
9122,stop_area%3AOCE%3ASA%3A87611616,48095,stop_area%3AOCE%3ASA%3A87783605,20200811T062600,32640,20200811T153000,19929.0573,C
48095,stop_area%3AOCE%3ASA%3A87783605,30189,stop_area%3AOCE%3ASA%3A87775007,20200812T084000,11820,20200812T115700,3947.8358,C
30189,stop_area%3AOCE%3ASA%3A87775007,34172,stop_area%3AOCE%3ASA%3A87773002,20200812T122800,1680,20200812T125600,157.4642,C
34172,stop_area%3AOCE%3ASA%3A87773002,11069,stop_area%3AOCE%3ASA%3A87615286,20200812T141000,4980,20200812T153300,469.5842,C
11069,stop_area%3AOCE%3ASA%3A87615286,31555,stop_area%3AOCE%3ASA%3A87611004,20200812T153600,2700,20200812T162100,288.2112,C
31555,stop_area%3AOCE%3ASA%3A87611004,47001,stop_area%3AOCE%3ASA%3A87586008,20200812T175000,3840,20200812T185400,364.4698,C
47001,stop_area%3AOCE%3ASA%3A87586008,82121,stop_area%3AOCE%3ASA%3A87611244,20200812T201500,1980,20200812T204800,208.9878,C
82121,stop_area%3AOCE%3ASA%3A87611244,33063,stop_area%3AOCE%3ASA%3A87581009,20200813T071400,6240,20200813T085800,603.2722,C
33063,stop_area%3AOCE%3ASA%3A87581009,16015,stop_area%3AOCE%3ASA%3A87583005,20200813T085900,2100,20200813T093400,367.0572,C
16015,stop_area%3AOCE%3ASA%3A87583005,86194,stop_area%3AOCE%3ASA%3A87575001,20200813T093700,2400,20200813T101700,353.804,C
86194,stop_area%3AOCE%3ASA%3A87575001,79191,stop_area%3AOCE%3ASA%3A87485300,20200813T135300,2640,20200813T143700,227.9836,C
79191,stop_area%3AOCE%3ASA%3A87485300,17300,stop_area%3AOCE%3ASA%3A87485003,20200813T144000,2400,20200813T152000,213.5302,C
17300,stop_area%3AOCE%3ASA%3A87485003,37261,stop_area%3AOCE%3ASA%3A87571000,20200813T164100,9360,20200813T191700,769.9946,C
37261,stop_area%3AOCE%3ASA%3A87571000,75056,stop_area%3AOCE%3ASA%3A87391003,20200814T055600,5580,20200814T072900,698.3328,C
75056,stop_area%3AOCE%3ASA%3A87391003,78646,stop_area%3AOCE%3ASA%3A87393009,20200814T075800,720,20200814T081000,89.3234,C
78646,stop_area%3AOCE%3ASA%3A87393009,92050,stop_area%3AOCE%3ASA%3A87386318,20200814T081000,2640,20200814T085400,131.9856,C
92050,stop_area%3AOCE%3ASA%3A87758037,93055,stop_area%3AOCE%3ASA%3A87113209,20200814T090100,4500,20200814T101600,110.887,C
93055,stop_area%3AOCE%3ASA%3A87113209,94028,stop_area%3AOCE%3ASA%3A87608802,20200814T104100,4140,20200814T115000,115.7726,C
94028,stop_area%3AOCE%3ASA%3A87608802,91228,stop_area%3AOCE%3ASA%3A87681361,20200814T115900,1620,20200814T122600,121.427,C
91228,stop_area%3AOCE%3ASA%3A87681361,77288,stop_area%3AOCE%3ASA%3A87682005,20200814T134400,2400,20200814T142400,151.4784,C
77288,stop_area%3AOCE%3ASA%3A87682005,95500,stop_area%3AOCE%3ASA%3A87276139,20200814T144500,7560,20200814T165100,463.5616,C
95500,stop_area%3AOCE%3ASA%3A87276139,62041,stop_area%3AOCE%3ASA%3A87342014,20200814T173800,7380,20200814T194100,721.0648,C
62041,stop_area%3AOCE%3ASA%3A87342014,59350,stop_area%3AOCE%3ASA%3A87109306,20200814T194900,4260,20200814T210000,935.0952,C
59350,stop_area%3AOCE%3ASA%3A87109306,8105,stop_area%3AOCE%3ASA%3A87172007,20200815T154300,16020,20200815T201000,1551.8035,C
8105,stop_area%3AOCE%3ASA%3A87172007,21231,stop_area%3AOCE%3ASA%3A87713040,20200816T081600,16860,20200816T125700,1608.0132,C
21231,stop_area%3AOCE%3ASA%3A87713040,71270,stop_area%3AOCE%3ASA%3A87725689,20200816T152700,3420,20200816T162400,389.5414,C
71270,stop_area%3AOCE%3ASA%3A87725689,69123,stop_area%3AOCE%3ASA%3A87723197,20200816T162700,2220,20200816T170400,205.19,C
69123,stop_area%3AOCE%3ASA%3A87723197,42218,stop_area%3AOCE%3ASA%3A87726000,20200816T190500,2520,20200816T194700,170.7786,C
42218,stop_area%3AOCE%3ASA%3A87726000,26362,stop_area%3AOCE%3ASA%3A87761007,20200817T061200,7380,20200817T081500,762.6291,C
26362,stop_area%3AOCE%3ASA%3A87761007,26198,stop_area%3AOCE%3ASA%3A87764001,20200817T090200,1260,20200817T092300,145.1562,C
26198,stop_area%3AOCE%3ASA%3A87764001,84007,stop_area%3AOCE%3ASA%3A87765008,20200817T092600,3420,20200817T102300,234.7496,C
84007,stop_area%3AOCE%3ASA%3A87765008,13055,stop_area%3AOCE%3ASA%3A87751008,20200817T104800,3000,20200817T113800,367.833,C
13055,stop_area%3AOCE%3ASA%3A87751008,6088,stop_area%3AOCE%3ASA%3A87756056,20200817T132800,9540,20200817T160700,614.822,C
6088,stop_area%3AOCE%3ASA%3A87756056,83137,stop_area%3AOCE%3ASA%3A87755009,20200817T161200,7080,20200817T181000,430.695,C
83137,stop_area%3AOCE%3ASA%3A87755009,25056,stop_area%3AOCE%3ASA%3A87718007,20200818T084700,21480,20200818T144500,2245.7674,C
25056,stop_area%3AOCE%3ASA%3A87718007,68066,stop_area%3AOCE%3ASA%3A87182014,20200818T192800,7200,20200818T212800,774.907,C
68066,stop_area%3AOCE%3ASA%3A87182014,67482,stop_area%3AOCE%3ASA%3A87212027,20200818T213100,1560,20200818T215700,216.6888,C
67482,stop_area%3AOCE%3ASA%3A87212027,54395,stop_area%3AOCE%3ASA%3A87141002,20200819T054100,5280,20200819T070900,427.2712,C
54395,stop_area%3AOCE%3ASA%3A87141002,76540,stop_area%3AOCE%3ASA%3A87411017,20200819T161100,18600,20200819T212100,1524.7786,C
76540,stop_area%3AOCE%3ASA%3A87411017,53130,stop_area%3AOCE%3ASA%3A87478404,20200820T084000,18000,20200820T134000,1314.51,C
53130,stop_area%3AOCE%3ASA%3A87478404,35238,stop_area%3AOCE%3ASA%3A87471003,20200820T134300,1440,20200820T140700,230.4486,C
35238,stop_area%3AOCE%3ASA%3A87471003,22278,stop_area%3AOCE%3ASA%3A87473009,20200820T142900,2700,20200820T151400,314.5068,C
22278,stop_area%3AOCE%3ASA%3A87473009,72181,stop_area%3AOCE%3ASA%3A87396002,20200820T153800,7800,20200820T174800,790.6598,C
72181,stop_area%3AOCE%3ASA%3A87396002,44109,stop_area%3AOCE%3ASA%3A87481002,20200820T193700,4800,20200820T205700,545.9856,C
44109,stop_area%3AOCE%3ASA%3A87481002,85191,stop_area%3AOCE%3ASA%3A87486019,20200820T210400,2340,20200820T214300,208.097,C
85191,stop_area%3AOCE%3ASA%3A87486019,49007,stop_area%3AOCE%3ASA%3A87484006,20200821T101100,5400,20200821T114100,477.224,C
49007,stop_area%3AOCE%3ASA%3A87484006,51108,stop_area%3AOCE%3ASA%3A87174003,20200821T161500,15360,20200821T203100,1463.7816,C
51108,stop_area%3AOCE%3ASA%3A87174003,55029,stop_area%3AOCE%3ASA%3A87175042,20200821T203500,2640,20200821T211900,253.8304,C
55029,stop_area%3AOCE%3ASA%3A87175042,1053,stop_area%3AOCE%3ASA%3A87743005,20200822T061000,21780,20200822T121300,2073.837,C
1053,stop_area%3AOCE%3ASA%3A87743005,39300,stop_area%3AOCE%3ASA%3A87718239,20200822T152100,2460,20200822T160200,1794.8141,C
39300,stop_area%3AOCE%3ASA%3A87718239,57463,stop_area%3AOCE%3ASA%3A87192039,20200822T160500,20580,20200822T214800,3748.9737,C
57463,stop_area%3AOCE%3ASA%3A87192039,73065,stop_area%3AOCE%3ASA%3A87741009,20200823T085600,24180,20200823T153900,2530.814,C
73065,stop_area%3AOCE%3ASA%3A87741009,74010,stop_area%3AOCE%3ASA%3A87746008,20200823T155000,2340,20200823T162900,142.7524,C
74010,stop_area%3AOCE%3ASA%3A87746008,36044,stop_area%3AOCE%3ASA%3A87597005,20200824T123200,25920,20200824T194400,4413.0844,C
36044,stop_area%3AOCE%3ASA%3A87597005,87085,stop_area%3AOCE%3ASA%3A87592006,20200824T205000,4020,20200824T215700,1350.4477,C
87085,stop_area%3AOCE%3ASA%3A87592006,46042,stop_area%3AOCE%3ASA%3A87613000,20200825T095600,7860,20200825T120700,1886.8878,C
46042,stop_area%3AOCE%3ASA%3A87613000,19272,stop_area%3AOCE%3ASA%3A87594499,20200825T124200,6120,20200825T142400,1621.5833,C
19272,stop_area%3AOCE%3ASA%3A87594499,24322,stop_area%3AOCE%3ASA%3A87595009,20200825T170700,5640,20200825T184100,2728.4625,C
24322,stop_area%3AOCE%3ASA%3A87595009,64445,stop_area%3AOCE%3ASA%3A87672006,20200826T070400,14340,20200826T110300,4246.5481,C
64445,stop_area%3AOCE%3ASA%3A87672006,65440,stop_area%3AOCE%3ASA%3A87671008,20200826T110600,3000,20200826T115600,176.7082,C
65440,stop_area%3AOCE%3ASA%3A87671008,40192,stop_area%3AOCE%3ASA%3A87671016,20200826T154800,12180,20200826T191100,2665.3382,C
40192,stop_area%3AOCE%3ASA%3A87671016,18033,stop_area%3AOCE%3ASA%3A87576207,20200827T101500,27900,20200827T180000,6978.049,C
18033,stop_area%3AOCE%3ASA%3A87576207,58194,stop_area%3AOCE%3ASA%3A87696005,20200827T180200,2220,20200827T183900,696.9592,C
58194,stop_area%3AOCE%3ASA%3A87696005,3190,stop_area%3AOCE%3ASA%3A87696328,20200827T184900,1740,20200827T191800,588.9905,C
3190,stop_area%3AOCE%3ASA%3A87696328,63113,stop_area%3AOCE%3ASA%3A87734004,20200827T202800,3720,20200827T213000,1153.2409,C
63113,stop_area%3AOCE%3ASA%3A87734004,43157,stop_area%3AOCE%3ASA%3A87734699,20200828T054300,8100,20200828T075800,3549.9331,C
43157,stop_area%3AOCE%3ASA%3A87734699,66136,stop_area%3AOCE%3ASA%3A87784009,20200828T161000,28560,20200829T000600,5146.5,C
